transition_id,source_segment_id,target_segment_id,source_track_id,target_track_id,source_position,target_position,tempo_diff,energy_diff,chroma_sim,mfcc_sim,baseline_score
T000698,200_full,194_full,200,194,full_clip,full_clip,3.97536057692308,0.024500645697116796,0.9739418064323404,0.9806388115093818,0.9439328556498463
T000501,194_full,200_full,194,200,full_clip,full_clip,3.97536057692308,0.024500645697116796,0.9739418064323404,0.9806388115093818,0.9439328556498463
T006551,3598_full,546_full,3598,546,full_clip,full_clip,4.306640625,0.0015393495559693077,0.9149000853677218,0.961367194872439,0.943670911903835
T001748,546_full,3598_full,546,3598,full_clip,full_clip,4.306640625,0.0015393495559693077,0.9149000853677218,0.961367194872439,0.943670911903835
T001685,546_full,141_full,546,141,full_clip,full_clip,0.0,0.01583398878574381,0.8748274179071869,0.9830478472333821,0.9432238060330888
T000214,141_full,546_full,141,546,full_clip,full_clip,0.0,0.01583398878574381,0.8748274179071869,0.9830478472333821,0.9432238060330888
T004370,1703_full,213_full,1703,213,full_clip,full_clip,0.0,0.010881926864385605,0.854658770512433,0.9876718118654708,0.9430500666624384
T001429,213_full,1703_full,213,1703,full_clip,full_clip,0.0,0.010881926864385605,0.854658770512433,0.9876718118654708,0.9430500666624384
T009268,5159_full,3533_full,5159,3533,full_clip,full_clip,0.0,0.006649494171142592,0.8470896212361371,0.9772654862577201,0.9429304894512425
T006131,3533_full,5159_full,3533,5159,full_clip,full_clip,0.0,0.006649494171142592,0.8470896212361371,0.9772654862577201,0.9429304894512425
T001762,546_full,3920_full,546,3920,full_clip,full_clip,4.306640625,0.018620342016220107,0.9599349288446775,0.9752216557433565,0.9428712646608544
T007937,3920_full,546_full,3920,546,full_clip,full_clip,4.306640625,0.018620342016220107,0.9599349288446775,0.9752216557433565,0.9428712646608544
T006397,3537_full,3533_full,3537,3533,full_clip,full_clip,0.0,0.016738366335630403,0.8835752191467408,0.9707938127723426,0.9424929619628604
T006102,3533_full,3537_full,3533,3537,full_clip,full_clip,0.0,0.016738366335630403,0.8835752191467408,0.9707938127723426,0.9424929619628604
T001071,207_full,4013_full,207,4013,full_clip,full_clip,0.0,0.0325501868501305,0.9199102403555394,0.995285084033192,0.9424799020631698
T008128,4013_full,207_full,4013,207,full_clip,full_clip,0.0,0.0325501868501305,0.9199102403555394,0.995285084033192,0.9424799020631698
T008781,4069_full,3832_full,4069,3832,full_clip,full_clip,0.0,0.0031867325305939,0.8304395164250689,0.9800413638415666,0.94195339516524
T006918,3832_full,4069_full,3832,4069,full_clip,full_clip,0.0,0.0031867325305939,0.8304395164250689,0.9800413638415666,0.94195339516524
T003117,1193_full,2097_full,1193,2097,full_clip,full_clip,0.0,0.0008692294359207153,0.8376435764263134,0.9571489359233005,0.9418536306766334
T004882,2097_full,1193_full,2097,1193,full_clip,full_clip,0.0,0.0008692294359207153,0.8376435764263134,0.9571489359233005,0.9418536306766334
T002111,625_full,1196_full,625,1196,full_clip,full_clip,3.41796875,0.010469302535057012,0.9327260779186131,0.9476899079301135,0.9417966586765497
T003288,1196_full,625_full,1196,625,full_clip,full_clip,3.41796875,0.010469302535057012,0.9327260779186131,0.9476899079301135,0.9417966586765497
T008084,3921_full,3538_full,3921,3538,full_clip,full_clip,0.0,0.0280283801257611,0.9166587410298044,0.9735828938058008,0.9416858209443404
T006515,3538_full,3921_full,3538,3921,full_clip,full_clip,0.0,0.0280283801257611,0.9166587410298044,0.9735828938058008,0.9416858209443404
T000790,200_full,5376_full,200,5376,full_clip,full_clip,0.0,0.021072722971439417,0.928870048019711,0.9196277345139299,0.9415138383372598
T009709,5376_full,200_full,5376,200,full_clip,full_clip,0.0,0.021072722971439417,0.928870048019711,0.9196277345139299,0.9415138383372598
T000307,190_full,210_full,190,210,full_clip,full_clip,3.68088942307692,0.013603270053863498,0.9274107888227626,0.9746835271831303,0.9411522249142068
T001092,210_full,190_full,210,190,full_clip,full_clip,3.68088942307692,0.013603270053863498,0.9274107888227626,0.9746835271831303,0.9411522249142068
T002057,621_full,3912_full,621,3912,full_clip,full_clip,0.0,0.028357625007629395,0.9260293930098316,0.957077964051696,0.9408667857056592
T007742,3912_full,621_full,3912,621,full_clip,full_clip,0.0,0.028357625007629395,0.9260293930098316,0.957077964051696,0.9408667857056592
T000903,204_full,212_full,204,212,full_clip,full_clip,8.28200120192308,0.006025753915309906,0.979370787334296,0.9721425805779497,0.9408039923909535
T001296,212_full,204_full,212,204,full_clip,full_clip,8.28200120192308,0.006025753915309906,0.979370787334296,0.9721425805779497,0.9408039923909535
T002015,621_full,1642_full,621,1642,full_clip,full_clip,0.0,0.0397219508886338,0.9525689154462698,0.973024632089777,0.9406536501632026
T003584,1642_full,621_full,1642,621,full_clip,full_clip,0.0,0.0397219508886338,0.9525689154462698,0.973024632089777,0.9406536501632026
T005743,3273_full,140_full,3273,140,full_clip,full_clip,4.681131114130437,0.003941237926483196,0.9110156566688896,0.9726777343234914,0.9404933503682298
T000156,140_full,3273_full,140,3273,full_clip,full_clip,4.681131114130437,0.003941237926483196,0.9110156566688896,0.9726777343234914,0.9404933503682298
T008275,4017_full,3273_full,4017,3273,full_clip,full_clip,0.0,0.035141242668032605,0.9563150726631656,0.9433655435441541,0.9404263878397479
T005824,3273_full,4017_full,3273,4017,full_clip,full_clip,0.0,0.035141242668032605,0.9563150726631656,0.9433655435441541,0.9404263878397479
T001551,534_full,3707_full,534,3707,full_clip,full_clip,0.0,0.0011857524514198026,0.8251177361257793,0.9689703566168661,0.9401436397096873
T006648,3707_full,534_full,3707,534,full_clip,full_clip,0.0,0.0011857524514198026,0.8251177361257793,0.9689703566168661,0.9401436397096873
T000936,204_full,1893_full,204,1893,full_clip,full_clip,0.0,0.0433734431862831,0.9569373042546689,0.9817956245717705,0.9400668730044718
T004563,1893_full,204_full,1893,204,full_clip,full_clip,0.0,0.0433734431862831,0.9569373042546689,0.9817956245717705,0.9400668730044718
T008965,5156_full,3270_full,5156,3270,full_clip,full_clip,0.0,0.015570655465126093,0.8621672247243295,0.9769609051068242,0.9384716929735375
T005534,3270_full,5156_full,3270,5156,full_clip,full_clip,0.0,0.015570655465126093,0.8621672247243295,0.9769609051068242,0.9384716929735375
T000400,193_full,194_full,193,194,full_clip,full_clip,7.65625,0.0131242200732231,0.9664836135967798,0.9988037593825705,0.9383003658823249
T000499,194_full,193_full,194,193,full_clip,full_clip,7.65625,0.0131242200732231,0.9664836135967798,0.9988037593825705,0.9383003658823249
T006536,3598_full,141_full,3598,141,full_clip,full_clip,4.306640625,0.014294639229774503,0.9284318403074898,0.9779554349868268,0.9382927967348378
T000263,141_full,3598_full,141,3598,full_clip,full_clip,4.306640625,0.014294639229774503,0.9284318403074898,0.9779554349868268,0.9382927967348378
T000575,194_full,3921_full,194,3921,full_clip,full_clip,4.306640625,0.023761510848998996,0.9509381048844473,0.9912995944192828,0.9382466363751917
T008024,3921_full,194_full,3921,194,full_clip,full_clip,4.306640625,0.023761510848998996,0.9509381048844473,0.9912995944192828,0.9382466363751917
T006283,3535_full,1893_full,3535,1893,full_clip,full_clip,8.28200120192308,0.003282934427261408,0.952160008501999,0.9862342293401595,0.9382019079817547
T004616,1893_full,3535_full,1893,3535,full_clip,full_clip,8.28200120192308,0.003282934427261408,0.952160008501999,0.9862342293401595,0.9382019079817547
T001285,211_full,5376_full,211,5376,full_clip,full_clip,0.0,0.0037149041891098022,0.8748242105471182,0.8959608745604545,0.9379245338871167
T009714,5376_full,211_full,5376,211,full_clip,full_clip,0.0,0.0037149041891098022,0.8748242105471182,0.8959608745604545,0.9379245338871167
T006493,3538_full,3273_full,3538,3273,full_clip,full_clip,4.681131114130437,0.020605217665433898,0.9549198298305608,0.976768924310119,0.937818860575106
T005806,3273_full,3538_full,3273,3538,full_clip,full_clip,4.681131114130437,0.020605217665433898,0.9549198298305608,0.976768924310119,0.937818860575106
T000530,194_full,1642_full,194,1642,full_clip,full_clip,3.97536057692308,0.022736936807632405,0.9591443925618676,0.9629141215571564,0.9377124023877437
T003569,1642_full,194_full,1642,194,full_clip,full_clip,3.97536057692308,0.022736936807632405,0.9591443925618676,0.9629141215571564,0.9377124023877437
T005930,3274_full,5156_full,3274,5156,full_clip,full_clip,0.0,0.005347214639186901,0.8309255319070918,0.9686317212458344,0.9376567891821076
T008969,5156_full,3274_full,5156,3274,full_clip,full_clip,0.0,0.005347214639186901,0.8309255319070918,0.9686317212458344,0.9376567891821076
T004425,1703_full,3880_full,1703,3880,full_clip,full_clip,0.0,0.025657121092081098,0.9109816469717115,0.9490292640044233,0.937443225800317
T006974,3880_full,1703_full,3880,1703,full_clip,full_clip,0.0,0.025657121092081098,0.9109816469717115,0.9490292640044233,0.937443225800317
T000498,194_full,190_full,194,190,full_clip,full_clip,3.97536057692308,0.036478996276855497,0.9831725917614068,0.9934877052325248,0.9372935194134561
T000301,190_full,194_full,190,194,full_clip,full_clip,3.97536057692308,0.036478996276855497,0.9831725917614068,0.9934877052325248,0.9372935194134561
T001096,210_full,200_full,210,200,full_clip,full_clip,3.68088942307692,0.025581620633602198,0.9487139380973044,0.9826020629430192,0.9371485262688083
T000703,200_full,210_full,200,210,full_clip,full_clip,3.68088942307692,0.025581620633602198,0.9487139380973044,0.9826020629430192,0.9371485262688083
T007298,3906_full,3904_full,3906,3904,full_clip,full_clip,0.0,0.055262118577957126,0.9792756101096256,0.9927134714118897,0.9370632587373084
T007101,3904_full,3906_full,3904,3906,full_clip,full_clip,0.0,0.055262118577957126,0.9792756101096256,0.9927134714118897,0.9370632587373084
T002152,625_full,3908_full,625,3908,full_clip,full_clip,3.182246767241381,0.000994682312011691,0.868077905088863,0.9644848816551812,0.9364144317094766
T007347,3908_full,625_full,3908,625,full_clip,full_clip,3.182246767241381,0.000994682312011691,0.868077905088863,0.9644848816551812,0.9364144317094766
T001292,212_full,194_full,212,194,full_clip,full_clip,3.97536057692308,0.014759615063667297,0.9364961175343929,0.948987153909421,0.9361098480939192
T000507,194_full,212_full,194,212,full_clip,full_clip,3.97536057692308,0.014759615063667297,0.9364961175343929,0.948987153909421,0.9361098480939192
T001076,207_full,4068_full,207,4068,full_clip,full_clip,5.5930397727272805,0.001217916607856799,0.8929990167293258,0.9863337409077994,0.9359833377288643
T008623,4068_full,207_full,4068,207,full_clip,full_clip,5.5930397727272805,0.001217916607856799,0.8929990167293258,0.9863337409077994,0.9359833377288643
T007655,3911_full,1195_full,3911,1195,full_clip,full_clip,5.5930397727272805,0.0045159459114074985,0.9031118700408851,0.9869795416014248,0.9358483245575066
T003244,1195_full,3911_full,1195,3911,full_clip,full_clip,5.5930397727272805,0.0045159459114074985,0.9031118700408851,0.9869795416014248,0.9358483245575066
T008028,3921_full,204_full,3921,204,full_clip,full_clip,0.0,0.0445468798279762,0.9418875619692341,0.9855130670085623,0.9351220021645065
T000971,204_full,3921_full,204,3921,full_clip,full_clip,0.0,0.0445468798279762,0.9418875619692341,0.9855130670085623,0.9351220021645065
T001991,621_full,210_full,621,210,full_clip,full_clip,3.68088942307692,0.012376621365547208,0.8918466892378936,0.9905799258584884,0.9348889234621339
T001108,210_full,621_full,210,621,full_clip,full_clip,3.68088942307692,0.012376621365547208,0.8918466892378936,0.9905799258584884,0.9348889234621339
